ref, citation
1, |Steffen W et al.: Planetary boundaries: guiding humandevelopment on a changing planet. Science (80-) 2015, 347.|
2, |Rockström J et al.: A safe operating space for humanity. Nature2009, 461:472-475.|
3, |Raworth K: A Safe and Just Space for Humanity: Can We Live Withinthe Doughnut? . Available (November 2019) at: Oxford: Oxfam; 2012https://www-cdn.oxfam.org/s3fs-public/file_attachments/dp-a-safe-and-just-space-for-humanity-130212-en_5.pdf.Current Opinion in Environmental Sustainability 2020, 42:65–75|
4, |Leach M et al.: Equity and sustainability in the anthropocene: asocial–ecological systems perspective on their intertwinedfutures. Glob Sustain 2018, 1|
6, |Pelling M: Transformation: a renewed window on developmentresponsibility for risk management. J Extreme Events 2014, 1 p.1402003.|
7, |Blythe J et al.: The dark side of transformation: latent risks incontemporary sustainability discourse. Antipode 2018,50:1206-1223.|
8, |Scoones I, Newell P, Leach M: The Politics of GreenTransformations. London: Earthscan Routledge; 2015|
9, |W.-P. G, Arnott J, Mach K: Transforming science-societyengagement and generating actionable knowledge forenvironmental sustainability under global change. Curr OpinEnviron Sustain 2020.|
10, |Patterson J, Schulz K, Vervoort J, Van Der Hel S, Sethi M,Barau A: Exploring the governance and politics oftransformations towards sustainability. Environ Innov SocTransitions 2017, 24:1-16.|
11, |Hackmann AL, St. Clair H: Transformative cornerstones ofsocial science research for global change. Int Soc Sci CouncParis 2013, 4:117-152.|
12, |O’Brien K: Global environmental change III: closing the gapbetween knowledge and action. Prog Hum Geogr 2012,37:587-596.|
13, |Leach M, Scoones I, Stirling A: Dynamic Sustainabilities:Technology, Environment, Social Justice. London: Earthscan;2010.|
14, |Stirling A: Pluralising progress: from integrative transitions totransformative diversity. Environ Innov Soc Transitions 2011,1:82-88.|
15, |Smith A, Stirling A, Berkhout F: The governance of sustainablesocio-technical transitions. Res Policy 2005, 34:1491-1510.|
16, |Schot J, Steinmueller WE: New directions for innovationstudies: missions and transformation. Res Poliicy 2018,47:1583-1584.|
17, |Stirling A: Emancipating transformations: from controlling ‘thetransition’ to culturing plural radical progress. The Politics ofGreen Transformations. London: Routledge; 2015, 54-67.|
18, |Kates RW, Travis WR, Wilbanks TJ: Transformational adaptationwhen incremental adaptations to climate change areinsufficient. Proc Natl Acad Sci U S A 2012, 109:7156-7161.|
19, |Newell P: The politics of green transformations in capitalism. InThe Politics of Green Transformation. Edited by Scoones I, LeachM, Newel P. London: Earthscan; 2015.|
20, |Foster JB, Clark B, York R: The Ecological Rift: Capitalism’s War onthe Earth. New York: Monthly Review Press; 2010.|
21, |D’Alisa G, Demaria F, Kallis G (Eds): Degrowth: a Vocabulary for aNew Era. London: Routledge; 2015.|
22, |O’Brien K, O’Brien K: Global environmental change II: fromadaptation to deliberate transformation. Prog Hum Geogr 2012,36:667-676.|
23, |Grin J, Rotmans J, Schot J, Geels F, Loorbach D: Transitions toSustainable Development: New Directions in the Study of LongTerm Transformative Change. London: Routledge; 2010.|
24, |Scoones I: The politics of sustainability and development. AnnuRev Environ Resour 2016:1-275.Feola G: Societal transformation in response to globalenvironmental change: a review of emerging concepts. Ambio2014, 44:376-390.|
25, |Marx K: Capital: a Critique of Political Economy - Volume 1.Harmondsworth: Penguin; 1976.|
26, |Lenin VI: Revolution, Democracy, Socialism. London: Pluto Press;2008.|
