ref, citation
1, |Sovacool BK. 2016. How long will it take? Conceptualizing the temporal dynamics of energy transitions. Energy Res. Soc. Sci. 13:202–15|
2, |Verbong G, Loorbach D, eds. 2012. Governing the Energy Transition: Reality, Illusion or Necessity? New York: Routledge|
3, |Rotmans J, Kemp R, van Asselt M. 2001. More evolution than revolution: transition management in public policy. Foresight 3:15–31|
4, |Grin J, Rotmans J, Schot J, (collaboration with) Geels FW, Loorbach D, eds. 2010. Transitions to Sustainable Development: New Directions in the Study of Long Term Transformative Change. New York: Routledge|
5, |Markard J, Raven R, Truffer B. 2012. Sustainability transitions: an emerging field of research and its prospects. Res. Policy 41:955–67|
6, |Van den Bergh, Jeroen CJM, Truffer B, Kallis G. 2011. Environmental innovation and societal transitions: introduction and overview. Environ. Innov. Soc. Transit. 1:1–23|
7, | Frantzeskaki N, Loorbach D. 2010. Towards governing infrasystem transitions: Reinforcing lock-in or facilitating change? Technol. Forecast. Soc. Change 77:1292–301|
8, |O’Riordan T. 1996. Politics of Climate Change: A European Perspective. London: Psychology Press|
9, |Raskin P. 2002. Great Transition: The Promise and Lure of the Time Ahead. Boston: Stockholm Environ. Inst.|
10, |Costanza R. 1992. Ecological Economics: The Science and Management of Sustainability. New York: Columbia Univ. Press|
11, |Kemp R. 1994. Technology and the transition to environmental sustainability. The problem of technological regime shifts. Futures 26:1023–46|
12, |Geels FW, en Kemp R. 2000. Transities vanuit sociotechnisch perspectief. Maastricht, Neth.: MERIT, Maastricht Univ.|
13, |Rip A, Kemp R. 1998. Technological change. In Human Choice and Climate Change, Vol. 2, ed. S Rayner, EL Malone, pp. 327–99. Columbus, Ohio: Battelle Press|
14, |Arthur WB. 1994. Increasing Returns and Path Dependence in the Economy. Ann Arbor, MI: Univ. Michigan Press|
15, |van den Bergh JCJM, Gowdy JM. 2000. Evolutionary theories in environmental and resource economics: approaches and applications. Environ. Resour. Econ. 17:37–57|
16, |O’Riordan T. 2001. Globalism, Localism, and Identity: Fresh Perspectives on the Transition to Sustainability. London: Earthscan|
17, |Van Asselt MBA, Rotmans J. 1996. Uncertainty in perspective. Glob. Environ. Change 6:121–57|
18, |Rotmans J. 1998. Methods for IA: the challenges and opportunities ahead. Environ. Model. Assess. 3:155–79|
19, |Loorbach D. 2007. Transition Management: New Mode of Governance for Sustainable Development. Rotterdam, Neth.: Erasmus Univ. Rotterdam Press|
20, |Voss J, Bauknecht D, Kemp R, eds. 2006. Reflexive Governance for Sustainable Development. Cheltenham, UK: Edward Elgar|
21, |Wolfram M. 2015. Conceptualizing urban transformative capacity: a framework for research and policy. Cities 50:121–30|
22, |Wittmayer JM, van Steenbergen F, Rok A, Roorda C. 2015. Governing sustainability: a dialogue between Local Agenda 21 and transition management. Local Environ. 21:939–55|
23, |Loorbach DA, Lijnis Huffenreuter R. 2013. Exploring the economic crisis from a transition management perspective. Environ. Innov. Soc. Transit. 6:35–46|
24, |van den Bergh JCJM. 2013. Economic-financial crisis and sustainability transition: introduction to the special issue. Environ. Innov. Soc. Transit. 6:1–8|
25, |Avelino F, Wittmayer JM. 2016. Shifting power relations in sustainability transitions: a multi-actor perspective. J. Environ. Policy Plann. 18:628–49|
26, |Grin J, Rotmans J, Schot J. 2011. On patterns and agency in transition dynamics: some key insights from the KSI programme. Environ. Innov. Soc. Transit. 1:76–81|
27, |Paredis E. 2013. A Winding Road: Transition Management, Policy Change and the Search for Sustainable Development. Ghent, Belg.: Ghent Univ.|
28, |Seyfang G, Haxeltine A. 2012. Growing grassroots innovations: exploring the role of community-based initiatives in governing sustainable energy transitions. Environ. Plann. C 30:381–400|
29, | Smith A. 2012. Civil society in sustainable energy transitions. In Governing the Energy Transition: Reality, Illusion, or Necessity?, ed. G Verbong, D Loorbach, pp. 190–202. New York: Routledge|
30, |European Environment Agency (EEA). 2015. SOER 2015—the European environment—state and outlook 2015: a comprehensive assessment of the European environment’s state, trends and prospects, in a global context. Rep., EEA, Cph., Den. http://www.eea.europa.eu/soer|
31, |Organisation for Economic Co-operation and Development (OECD). 2015. System innovation: synthesis report. Rep., OECD, Paris. http://www.innovationpolicyplatform.org/sites/default/files/general/SYSTEMINNOVATION_FINALREPORT.pdf|
32, |Naberhaus M. 2011. Effective strategies for the great transition: five leverage points for civil society organisations. Conf. Pap., Smart CSO, London. http://www.smart-csos.org/images/Documents/Smart%20CSOs%20Report%20english.pdf|
33, | VROM. 2001. Where There’s a Will There’s a World. The Hague, Neth.: Ministry Hous., Spatial Plann.Environ. (VROM)|
34, |Gersick CJG. 1991. Revolutionary change theories: a multi-level exploration of the punctuated equilibrium paradigm. Acad. Manag. Rev. 16:10–36|
35, |Rip A. 1995. Introduction of new technology: making use of recent insights from sociology and economics  of technology. Technol. Anal. Strateg. Manag. 7:417–31|
36, |Geels FW. 2002. Technological transitions as evolutionary reconfiguration processes: a multi-level perspective and a case-study. Res. Policy 31:1257–74|
37, |De Haan J. 2010. Towards transition theory. PhD thesis, Erasmus Univ., Rotterdam, Neth. https://repub.eur.nl/pub/20593/|
38, |Geels F. 2006. Major system change through stepwise reconfiguration: a multi-level analysis of the transformation of American factory production. Technol. Soc. 28:445–76|
39, |Turnheim B, Berkhout F, Geels F, Hof A, McMeekin A, et al. 2015. Evaluating sustainability transitions pathways: bridging analytical approaches to address governance challenges. Glob. Environ. Change 35:239–53|
40, |Geels FW, Schot J. 2007. Typology of sociotechnical transition pathways. Res. Policy 36:399–417|
41, |Kemp R, Schot J, Hoogma R. 1998. Regime shifts to sustainability through processes of niche formation: the approach of strategic niche management. Technol. Anal. Strateg. Manag. 10:175–96|
42, |Van den Bergh J, Stagl S. 2004. Coevolution of economic behaviour and institutions: towards a theory of institutional change. J. Evol. Econ. 13:289–317|
43, |Geels F. 2005. Coevolution of technology and society: the multi-level perspective and a case study—the transition in water supply and personal hygiene in the Netherlands (1850–1930). Technol. Soc. 27(3):363–|
44, |Raven R. 2007. Niche accumulation and hybridisation strategies in transition processes towards a sustainable energy system: an assessment of differences and pitfalls. Energy Policy 35:2390–400|
45, |Geels F, Raven R. 2006. Non-linearity and expectations in niche-development trajectories: ups and downs in Dutch biogas development (1973–2003). Technol. Anal. Strateg. Manag. 18:375–92|
